id,type,concept_id,wn30_id,domain,language,text,char,ipa,audio_path,char_type,case
lemma:eng:trespassing,Lemma-eng,,,,eng,trespassing,,,,,
lemma:ur:دخل انداز,Lemma-lang,,,,ur,دخل انداز,,,,,
lemma:eng:invigorating,Lemma-eng,,,,eng,invigorating,,,,,
lemma:ur:قوت بخش,Lemma-lang,,,,ur,قوت بخش,,,,,
lemma:eng:bracing,Lemma-eng,,,,eng,bracing,,,,,
lemma:eng:brisk,Lemma-eng,,,,eng,brisk,,,,,
lemma:eng:energising,Lemma-eng,,,,eng,energising,,,,,
lemma:eng:refreshful,Lemma-eng,,,,eng,refreshful,,,,,
lemma:eng:refreshing,Lemma-eng,,,,eng,refreshing,,,,,
lemma:ur:توانائی بخش,Lemma-lang,,,,ur,توانائی بخش,,,,,
lemma:ur:مستعد بخش,Lemma-lang,,,,ur,مستعد بخش,,,,,
lemma:ur:حیات بخش,Lemma-lang,,,,ur,حیات بخش,,,,,
lemma:ur:زندگی بخش,Lemma-lang,,,,ur,زندگی بخش,,,,,
lemma:ur:اترا,Lemma-lang,,,,ur,اترا,,,,,
lemma:ur:غم ناک,Lemma-lang,,,,ur,غم ناک,,,,,
lemma:ur:ویران,Lemma-lang,,,,ur,ویران,,,,,
lemma:ur:دکھ بھرا,Lemma-lang,,,,ur,دکھ بھرا,,,,,
lemma:ur:سوگوار,Lemma-lang,,,,ur,سوگوار,,,,,
lemma:ur:ماتمی,Lemma-lang,,,,ur,ماتمی,,,,,
lemma:ur:چہاردانت,Lemma-lang,,,,ur,چہاردانت,,,,,
lemma:ur:چہاردندان,Lemma-lang,,,,ur,چہاردندان,,,,,
lemma:ur:چودانت,Lemma-lang,,,,ur,چودانت,,,,,
lemma:ur:پرامنگ,Lemma-lang,,,,ur,پرامنگ,,,,,
lemma:ur:پرجوش وخروش,Lemma-lang,,,,ur,پرجوش وخروش,,,,,
lemma:ur:شاداں,Lemma-lang,,,,ur,شاداں,,,,,
lemma:ur:شادماں,Lemma-lang,,,,ur,شادماں,,,,,
lemma:ur:مسرور,Lemma-lang,,,,ur,مسرور,,,,,
lemma:ur:پر لطف,Lemma-lang,,,,ur,پر لطف,,,,,
lemma:ur:دل دار,Lemma-lang,,,,ur,دل دار,,,,,
lemma:ur:رسک مزاج,Lemma-lang,,,,ur,رسک مزاج,,,,,
lemma:ur:رسیا,Lemma-lang,,,,ur,رسیا,,,,,
lemma:ur:من چلا,Lemma-lang,,,,ur,من چلا,,,,,
lemma:ur:دلاویز,Lemma-lang,,,,ur,دلاویز,,,,,
lemma:ur:غیر شائستہ زبانی,Lemma-lang,,,,ur,غیر شائستہ زبانی,,,,,
lemma:ur:آگاہ,Lemma-lang,,,,ur,آگاہ,,,,,
lemma:ur:مطلع,Lemma-lang,,,,ur,مطلع,,,,,
lemma:ur:واقف,Lemma-lang,,,,ur,واقف,,,,,
lemma:ur:بغیربجھا,Lemma-lang,,,,ur,بغیربجھا,,,,,
lemma:ur:بغیرسوچھے سمجھے,Lemma-lang,,,,ur,بغیرسوچھے سمجھے,,,,,
lemma:ur:بےسمجھے,Lemma-lang,,,,ur,بےسمجھے,,,,,
lemma:ur:سرابی,Lemma-lang,,,,ur,سرابی,,,,,
lemma:ur:فریب نما,Lemma-lang,,,,ur,فریب نما,,,,,
lemma:ur:بے بوجھا,Lemma-lang,,,,ur,بے بوجھا,,,,,
lemma:ur:جس پر غور نہ کیا گیا ہو,Lemma-lang,,,,ur,جس پر غور نہ کیا گیا ہو,,,,,
lemma:ur:غیرتفکر شدہ,Lemma-lang,,,,ur,غیرتفکر شدہ,,,,,
lemma:eng:labeled,Lemma-eng,,,,eng,labeled,,,,,
lemma:eng:labelled,Lemma-eng,,,,eng,labelled,,,,,
lemma:eng:tagged,Lemma-eng,,,,eng,tagged,,,,,
lemma:ur:لیبل والا,Lemma-lang,,,,ur,لیبل والا,,,,,
lemma:eng:offshore,Lemma-eng,,,,eng,offshore,,,,,
lemma:ur:عظیم,Lemma-lang,,,,ur,عظیم,,,,,
lemma:ur:کشادہ,Lemma-lang,,,,ur,کشادہ,,,,,
lemma:eng:extensive,Lemma-eng,,,,eng,extensive,,,,,
lemma:ur:سب سے بڑا,Lemma-lang,,,,ur,سب سے بڑا,,,,,
lemma:ur:عظیم ترين,Lemma-lang,,,,ur,عظیم ترين,,,,,
lemma:eng:brobdingnagian,Lemma-eng,,,,eng,brobdingnagian,,,,,
lemma:eng:huge,Lemma-eng,,,,eng,huge,,,,,
lemma:eng:immense,Lemma-eng,,,,eng,immense,,,,,
lemma:eng:vast,Lemma-eng,,,,eng,vast,,,,,
lemma:ur:زبردست,Lemma-lang,,,,ur,زبردست,,,,,
lemma:ur:دی ہیکل,Lemma-lang,,,,ur,دی ہیکل,,,,,
lemma:ur:قوی الجثہ,Lemma-lang,,,,ur,قوی الجثہ,,,,,
lemma:ur:بہت بڑا,Lemma-lang,,,,ur,بہت بڑا,,,,,
lemma:ur:بہت بھاری,Lemma-lang,,,,ur,بہت بھاری,,,,,
lemma:eng:bittie,Lemma-eng,,,,eng,bittie,,,,,
lemma:eng:bitty,Lemma-eng,,,,eng,bitty,,,,,
lemma:eng:itsy-bitsy,Lemma-eng,,,,eng,itsy-bitsy,,,,,
lemma:eng:itty-bitty,Lemma-eng,,,,eng,itty-bitty,,,,,
lemma:eng:teensy,Lemma-eng,,,,eng,teensy,,,,,
lemma:eng:teensy-weensy,Lemma-eng,,,,eng,teensy-weensy,,,,,
lemma:eng:teentsy,Lemma-eng,,,,eng,teentsy,,,,,
lemma:eng:teeny,Lemma-eng,,,,eng,teeny,,,,,
lemma:eng:teeny-weeny,Lemma-eng,,,,eng,teeny-weeny,,,,,
lemma:eng:weensy,Lemma-eng,,,,eng,weensy,,,,,
lemma:eng:weeny,Lemma-eng,,,,eng,weeny,,,,,
lemma:ur:پدا,Lemma-lang,,,,ur,پدا,,,,,
lemma:ur:پدی,Lemma-lang,,,,ur,پدی,,,,,
lemma:eng:air-tight,Lemma-eng,,,,eng,air-tight,,,,,
lemma:eng:airtight,Lemma-eng,,,,eng,airtight,,,,,
lemma:eng:gas-tight,Lemma-eng,,,,eng,gas-tight,,,,,
lemma:ur:عدم باد,Lemma-lang,,,,ur,عدم باد,,,,,
lemma:ur:غیرباد,Lemma-lang,,,,ur,غیرباد,,,,,
lemma:ur:ہوا بند,Lemma-lang,,,,ur,ہوا بند,,,,,
lemma:eng:leavened,Lemma-eng,,,,eng,leavened,,,,,
lemma:ur:خمیری,Lemma-lang,,,,ur,خمیری,,,,,
lemma:eng:banned,Lemma-eng,,,,eng,banned,,,,,
lemma:ur:غیرسزاوار,Lemma-lang,,,,ur,غیرسزاوار,,,,,
lemma:ur:غیرمستحق,Lemma-lang,,,,ur,غیرمستحق,,,,,
lemma:ur:ناقابل خواندہ,Lemma-lang,,,,ur,ناقابل خواندہ,,,,,
lemma:ur:ناقابل درس,Lemma-lang,,,,ur,ناقابل درس,,,,,
lemma:ur:ناقابل مطالعہ,Lemma-lang,,,,ur,ناقابل مطالعہ,,,,,
lemma:ur:گود لیا,Lemma-lang,,,,ur,گود لیا,,,,,
lemma:ur:گودلیاہوا,Lemma-lang,,,,ur,گودلیاہوا,,,,,
lemma:ur:متبنی,Lemma-lang,,,,ur,متبنی,,,,,
lemma:ur:پرورش کرنے والا,Lemma-lang,,,,ur,پرورش کرنے والا,,,,,
lemma:ur:جائز,Lemma-lang,,,,ur,جائز,,,,,
lemma:eng:bastardly,Lemma-eng,,,,eng,bastardly,,,,,
lemma:eng:misbegot,Lemma-eng,,,,eng,misbegot,,,,,
lemma:eng:misbegotten,Lemma-eng,,,,eng,misbegotten,,,,,
lemma:eng:spurious,Lemma-eng,,,,eng,spurious,,,,,
lemma:ur:دوغلہ,Lemma-lang,,,,ur,دوغلہ,,,,,
lemma:eng:alike,Lemma-eng,,,,eng,alike,,,,,
lemma:ur:قابل وقوع,Lemma-lang,,,,ur,قابل وقوع,,,,,
lemma:ur:وقوع پذیر,Lemma-lang,,,,ur,وقوع پذیر,,,,,
lemma:ur:غیر وقوع,Lemma-lang,,,,ur,غیر وقوع,,,,,
lemma:ur:غیر وقوع پذیر,Lemma-lang,,,,ur,غیر وقوع پذیر,,,,,
lemma:eng:limbless,Lemma-eng,,,,eng,limbless,,,,,
lemma:ur:روپ دیاہوا,Lemma-lang,,,,ur,روپ دیاہوا,,,,,
lemma:ur:چھوٹاچھوٹا,Lemma-lang,,,,ur,چھوٹاچھوٹا,,,,,
lemma:ur:بے میعادی,Lemma-lang,,,,ur,بے میعادی,,,,,
lemma:ur:غیر مدتی,Lemma-lang,,,,ur,غیر مدتی,,,,,
lemma:ur:غیر میعادی,Lemma-lang,,,,ur,غیر میعادی,,,,,
lemma:eng:unrecorded,Lemma-eng,,,,eng,unrecorded,,,,,
lemma:ur:غیرمندرج شدہ,Lemma-lang,,,,ur,غیرمندرج شدہ,,,,,
lemma:ur:لائیو,Lemma-lang,,,,ur,لائیو,,,,,
lemma:eng:livable,Lemma-eng,,,,eng,livable,,,,,
lemma:eng:liveable,Lemma-eng,,,,eng,liveable,,,,,
lemma:ur:ٹھہرنے کے لائق,Lemma-lang,,,,ur,ٹھہرنے کے لائق,,,,,
lemma:ur:قابل قیام,Lemma-lang,,,,ur,قابل قیام,,,,,
lemma:ur:تین پیر والا,Lemma-lang,,,,ur,تین پیر والا,,,,,
lemma:ur:سہ پیر والا,Lemma-lang,,,,ur,سہ پیر والا,,,,,
lemma:ur:منطقی,Lemma-lang,,,,ur,منطقی,,,,,
lemma:ur:تفصیلاتی,Lemma-lang,,,,ur,تفصیلاتی,,,,,
lemma:ur:مفصل,Lemma-lang,,,,ur,مفصل,,,,,
lemma:ur:بکھراہوا,Lemma-lang,,,,ur,بکھراہوا,,,,,
lemma:ur:پھیلاہوا,Lemma-lang,,,,ur,پھیلاہوا,,,,,
lemma:ur:چھڑکاہوا,Lemma-lang,,,,ur,چھڑکاہوا,,,,,
lemma:eng:elongated,Lemma-eng,,,,eng,elongated,,,,,
lemma:eng:lengthened,Lemma-eng,,,,eng,lengthened,,,,,
lemma:eng:prolonged,Lemma-eng,,,,eng,prolonged,,,,,
lemma:ur:لمباکیاہوا,Lemma-lang,,,,ur,لمباکیاہوا,,,,,
lemma:ur:کثیرالاجزاء,Lemma-lang,,,,ur,کثیرالاجزاء,,,,,
lemma:ur:کثیرحروف,Lemma-lang,,,,ur,کثیرحروف,,,,,
lemma:ur:چپٹا,Lemma-lang,,,,ur,چپٹا,,,,,
lemma:ur:قطع شدہ,Lemma-lang,,,,ur,قطع شدہ,,,,,
lemma:ur:طویل المدت,Lemma-lang,,,,ur,طویل المدت,,,,,
lemma:ur:طویل العمر,Lemma-lang,,,,ur,طویل العمر,,,,,
lemma:ur:عمر دراز,Lemma-lang,,,,ur,عمر دراز,,,,,
lemma:ur:لمبی عمر والا,Lemma-lang,,,,ur,لمبی عمر والا,,,,,
lemma:ur:بہت,Lemma-lang,,,,ur,بہت,,,,,
lemma:ur:طویل,Lemma-lang,,,,ur,طویل,,,,,
lemma:ur:کوتاہ,Lemma-lang,,,,ur,کوتاہ,,,,,
lemma:ur:بھاگاہوا,Lemma-lang,,,,ur,بھاگاہوا,,,,,
lemma:ur:بھولاہوا,Lemma-lang,,,,ur,بھولاہوا,,,,,
lemma:ur:کھویا ہوا,Lemma-lang,,,,ur,کھویا ہوا,,,,,
lemma:ur:گم,Lemma-lang,,,,ur,گم,,,,,
lemma:ur:گمشدہ,Lemma-lang,,,,ur,گمشدہ,,,,,
lemma:ur:لاپتا,Lemma-lang,,,,ur,لاپتا,,,,,
lemma:ur:برباد,Lemma-lang,,,,ur,برباد,,,,,
lemma:ur:کھوئی دولت,Lemma-lang,,,,ur,کھوئی دولت,,,,,
lemma:ur:غیرمفتوح,Lemma-lang,,,,ur,غیرمفتوح,,,,,
lemma:ur:جیتاہوا,Lemma-lang,,,,ur,جیتاہوا,,,,,
lemma:ur:فتح شدہ,Lemma-lang,,,,ur,فتح شدہ,,,,,
lemma:ur:فتح کیا ہوا,Lemma-lang,,,,ur,فتح کیا ہوا,,,,,
lemma:eng:deafening,Lemma-eng,,,,eng,deafening,,,,,
lemma:eng:earsplitting,Lemma-eng,,,,eng,earsplitting,,,,,
lemma:eng:roaring,Lemma-eng,,,,eng,roaring,,,,,
lemma:eng:thunderous,Lemma-eng,,,,eng,thunderous,,,,,
lemma:eng:thundery,Lemma-eng,,,,eng,thundery,,,,,
lemma:ur:کان پھوڑو,Lemma-lang,,,,ur,کان پھوڑو,,,,,
lemma:ur:کان کو بھیدنے والی,Lemma-lang,,,,ur,کان کو بھیدنے والی,,,,,
lemma:ur:کان مخالف,Lemma-lang,,,,ur,کان مخالف,,,,,
lemma:ur:کھلنا,Lemma-lang,,,,ur,کھلنا,,,,,
lemma:ur:آہستہ,Lemma-lang,,,,ur,آہستہ,,,,,
lemma:ur:دھیما,Lemma-lang,,,,ur,دھیما,,,,,
lemma:ur:مند,Lemma-lang,,,,ur,مند,,,,,
lemma:ur:خوش الحان,Lemma-lang,,,,ur,خوش الحان,,,,,
lemma:ur:شیریں,Lemma-lang,,,,ur,شیریں,,,,,
lemma:ur:شہرہٴ آفاق,Lemma-lang,,,,ur,شہرہٴ آفاق,,,,,
lemma:ur:نامی,Lemma-lang,,,,ur,نامی,,,,,
lemma:ur:پيارا,Lemma-lang,,,,ur,پيارا,,,,,
lemma:eng:loving,Lemma-eng,,,,eng,loving,,,,,
lemma:ur:محبانہ,Lemma-lang,,,,ur,محبانہ,,,,,
lemma:ur:محبتی,Lemma-lang,,,,ur,محبتی,,,,,
lemma:ur:سحرزہ,Lemma-lang,,,,ur,سحرزہ,,,,,
lemma:ur:فریفتہ,Lemma-lang,,,,ur,فریفتہ,,,,,
lemma:ur:گرویدہ,Lemma-lang,,,,ur,گرویدہ,,,,,
lemma:ur:متوجہ,Lemma-lang,,,,ur,متوجہ,,,,,
lemma:ur:مسحور,Lemma-lang,,,,ur,مسحور,,,,,
lemma:ur:باادب,Lemma-lang,,,,ur,باادب,,,,,
lemma:ur:باتمیز,Lemma-lang,,,,ur,باتمیز,,,,,
lemma:ur:باسلیقہ,Lemma-lang,,,,ur,باسلیقہ,,,,,
lemma:eng:microscopic,Lemma-eng,,,,eng,microscopic,,,,,
lemma:eng:microscopical,Lemma-eng,,,,eng,microscopical,,,,,
lemma:ur:خرد,Lemma-lang,,,,ur,خرد,,,,,
lemma:ur:ميجر,Lemma-lang,,,,ur,ميجر,,,,,
lemma:ur:بے قدر,Lemma-lang,,,,ur,بے قدر,,,,,
lemma:ur:غیر ضروری,Lemma-lang,,,,ur,غیر ضروری,,,,,
lemma:eng:unmanageable,Lemma-eng,,,,eng,unmanageable,,,,,
lemma:ur:بے قابو,Lemma-lang,,,,ur,بے قابو,,,,,
lemma:ur:بے مہار,Lemma-lang,,,,ur,بے مہار,,,,,
lemma:ur:مردانہ,Lemma-lang,,,,ur,مردانہ,,,,,
lemma:ur:نشان زدہ,Lemma-lang,,,,ur,نشان زدہ,,,,,
lemma:eng:unmarked,Lemma-eng,,,,eng,unmarked,,,,,
lemma:ur:غیراشاراتی,Lemma-lang,,,,ur,غیراشاراتی,,,,,
lemma:ur:غیرعلامتی,Lemma-lang,,,,ur,غیرعلامتی,,,,,
lemma:eng:widowed,Lemma-eng,,,,eng,widowed,,,,,
lemma:ur:مردسےمتعلق,Lemma-lang,,,,ur,مردسےمتعلق,,,,,
lemma:ur:زنانہ,Lemma-lang,,,,ur,زنانہ,,,,,
lemma:ur:غیر جنسی,Lemma-lang,,,,ur,غیر جنسی,,,,,
lemma:eng:matching,Lemma-eng,,,,eng,matching,,,,,
lemma:ur:میچنگ,Lemma-lang,,,,ur,میچنگ,,,,,
lemma:ur:باصلاحیت,Lemma-lang,,,,ur,باصلاحیت,,,,,
lemma:ur:پختہ,Lemma-lang,,,,ur,پختہ,,,,,
lemma:ur:پھبا,Lemma-lang,,,,ur,پھبا,,,,,
lemma:ur:شگفتہ,Lemma-lang,,,,ur,شگفتہ,,,,,
lemma:eng:marriageable,Lemma-eng,,,,eng,marriageable,,,,,
lemma:eng:nubile,Lemma-eng,,,,eng,nubile,,,,,
lemma:ur:شادی کے قابل,Lemma-lang,,,,ur,شادی کے قابل,,,,,
lemma:ur:قابل شادی,Lemma-lang,,,,ur,قابل شادی,,,,,
lemma:ur:بالیدہ,Lemma-lang,,,,ur,بالیدہ,,,,,
lemma:ur:بےرت,Lemma-lang,,,,ur,بےرت,,,,,
lemma:ur:بےموسم,Lemma-lang,,,,ur,بےموسم,,,,,
lemma:ur:اعلی ترین,Lemma-lang,,,,ur,اعلی ترین,,,,,
lemma:ur:زیادہ سےزیادہ,Lemma-lang,,,,ur,زیادہ سےزیادہ,,,,,
lemma:ur:سب سے زیادہ,Lemma-lang,,,,ur,سب سے زیادہ,,,,,
lemma:ur:الم گلم,Lemma-lang,,,,ur,الم گلم,,,,,
lemma:ur:بےسروپا,Lemma-lang,,,,ur,بےسروپا,,,,,
lemma:ur:بےمطلب,Lemma-lang,,,,ur,بےمطلب,,,,,
lemma:ur:بےمعنی,Lemma-lang,,,,ur,بےمعنی,,,,,
lemma:ur:بےہودہ,Lemma-lang,,,,ur,بےہودہ,,,,,
lemma:ur:لایعنی,Lemma-lang,,,,ur,لایعنی,,,,,
lemma:ur:لغو,Lemma-lang,,,,ur,لغو,,,,,
lemma:ur:مہمل,Lemma-lang,,,,ur,مہمل,,,,,
lemma:ur:بیکار,Lemma-lang,,,,ur,بیکار,,,,,
lemma:ur:پست خیال,Lemma-lang,,,,ur,پست خیال,,,,,
lemma:ur:لایعنی بات,Lemma-lang,,,,ur,لایعنی بات,,,,,
lemma:ur:ناقابل غور,Lemma-lang,,,,ur,ناقابل غور,,,,,
lemma:ur:ہلکی,Lemma-lang,,,,ur,ہلکی,,,,,
lemma:ur:الم غلم,Lemma-lang,,,,ur,الم غلم,,,,,
lemma:ur:انٹ سنٹ,Lemma-lang,,,,ur,انٹ سنٹ,,,,,
lemma:ur:اوٹ پٹانگ,Lemma-lang,,,,ur,اوٹ پٹانگ,,,,,
lemma:ur:بیہودہ,Lemma-lang,,,,ur,بیہودہ,,,,,
lemma:ur:فضولی,Lemma-lang,,,,ur,فضولی,,,,,
lemma:ur:یادہ گو,Lemma-lang,,,,ur,یادہ گو,,,,,
lemma:ur:قابل پیمائش,Lemma-lang,,,,ur,قابل پیمائش,,,,,
lemma:ur:بغیرگوشت کا,Lemma-lang,,,,ur,بغیرگوشت کا,,,,,
lemma:ur:سبزی خوری,Lemma-lang,,,,ur,سبزی خوری,,,,,
lemma:ur:آٹومیٹک,Lemma-lang,,,,ur,آٹومیٹک,,,,,
lemma:ur:خود سے چلنے والا,Lemma-lang,,,,ur,خود سے چلنے والا,,,,,
lemma:ur:خود کار,Lemma-lang,,,,ur,خود کار,,,,,
lemma:ur:بےسری,Lemma-lang,,,,ur,بےسری,,,,,
lemma:eng:mined,Lemma-eng,,,,eng,mined,,,,,
lemma:ur:کھدائی شدہ,Lemma-lang,,,,ur,کھدائی شدہ,,,,,
lemma:ur:کھدائی کیاگیا,Lemma-lang,,,,ur,کھدائی کیاگیا,,,,,
lemma:ur:پر موسیقی,Lemma-lang,,,,ur,پر موسیقی,,,,,
lemma:ur:موسیقی آمیز,Lemma-lang,,,,ur,موسیقی آمیز,,,,,
lemma:ur:موسیقی بھرا,Lemma-lang,,,,ur,موسیقی بھرا,,,,,
lemma:eng:singable,Lemma-eng,,,,eng,singable,,,,,
lemma:ur:گانے کےلائق,Lemma-lang,,,,ur,گانے کےلائق,,,,,
lemma:ur:لائق گلو,Lemma-lang,,,,ur,لائق گلو,,,,,
lemma:eng:undissolved,Lemma-eng,,,,eng,undissolved,,,,,
lemma:ur:غیر آمیزش,Lemma-lang,,,,ur,غیر آمیزش,,,,,
lemma:ur:سخت دل,Lemma-lang,,,,ur,سخت دل,,,,,
lemma:ur:سنگدل,Lemma-lang,,,,ur,سنگدل,,,,,
lemma:eng:mild,Lemma-eng,,,,eng,mild,,,,,
lemma:ur:سست,Lemma-lang,,,,ur,سست,,,,,
lemma:eng:extreme,Lemma-eng,,,,eng,extreme,,,,,
lemma:eng:utmost,Lemma-eng,,,,eng,utmost,,,,,
lemma:eng:uttermost,Lemma-eng,,,,eng,uttermost,,,,,
lemma:ur:نہایت,Lemma-lang,,,,ur,نہایت,,,,,
lemma:ur:تند,Lemma-lang,,,,ur,تند,,,,,
lemma:ur:انتہائی سخت,Lemma-lang,,,,ur,انتہائی سخت,,,,,
lemma:ur:بلوان,Lemma-lang,,,,ur,بلوان,,,,,
lemma:ur:طاقتور,Lemma-lang,,,,ur,طاقتور,,,,,
lemma:eng:civilian,Lemma-eng,,,,eng,civilian,,,,,
lemma:ur:غیرفوجی,Lemma-lang,,,,ur,غیرفوجی,,,,,
lemma:eng:portable,Lemma-eng,,,,eng,portable,,,,,
lemma:ur:اٹھانے والا,Lemma-lang,,,,ur,اٹھانے والا,,,,,
lemma:ur:اٹھوا,Lemma-lang,,,,ur,اٹھوا,,,,,
lemma:ur:قابل حمال,Lemma-lang,,,,ur,قابل حمال,,,,,
lemma:eng:movable,Lemma-eng,,,,eng,movable,,,,,
lemma:ur:حرکت پذیر,Lemma-lang,,,,ur,حرکت پذیر,,,,,
lemma:ur:منقولہ,Lemma-lang,,,,ur,منقولہ,,,,,
lemma:ur:منقولہ جائداد,Lemma-lang,,,,ur,منقولہ جائداد,,,,,
lemma:eng:unportable,Lemma-eng,,,,eng,unportable,,,,,
lemma:ur:دھاتی,Lemma-lang,,,,ur,دھاتی,,,,,
lemma:ur:فلزی,Lemma-lang,,,,ur,فلزی,,,,,
lemma:ur:کانی,Lemma-lang,,,,ur,کانی,,,,,
lemma:ur:معدنی,Lemma-lang,,,,ur,معدنی,,,,,
lemma:ur:کاسے کا,Lemma-lang,,,,ur,کاسے کا,,,,,
lemma:ur:کانسےکا,Lemma-lang,,,,ur,کانسےکا,,,,,
lemma:ur:سونےکا,Lemma-lang,,,,ur,سونےکا,,,,,
lemma:ur:انتقال شدہ,Lemma-lang,,,,ur,انتقال شدہ,,,,,
lemma:ur:ترجمہ شدہ,Lemma-lang,,,,ur,ترجمہ شدہ,,,,,
lemma:ur:منتقل شدہ,Lemma-lang,,,,ur,منتقل شدہ,,,,,
lemma:ur:درمیان کا,Lemma-lang,,,,ur,درمیان کا,,,,,
lemma:ur:درميانی,Lemma-lang,,,,ur,درميانی,,,,,
lemma:ur:متوسط,Lemma-lang,,,,ur,متوسط,,,,,
lemma:eng:exaggerated,Lemma-eng,,,,eng,exaggerated,,,,,
lemma:eng:overdone,Lemma-eng,,,,eng,overdone,,,,,
lemma:eng:overstated,Lemma-eng,,,,eng,overstated,,,,,
lemma:ur:غلوآمیز,Lemma-lang,,,,ur,غلوآمیز,,,,,
lemma:ur:مبالغہ آمیز,Lemma-lang,,,,ur,مبالغہ آمیز,,,,,
lemma:ur:انتہائی,Lemma-lang,,,,ur,انتہائی,,,,,
lemma:ur:حدِاکثر,Lemma-lang,,,,ur,حدِاکثر,,,,,
lemma:eng:ultramodern,Lemma-eng,,,,eng,ultramodern,,,,,
lemma:ur:انتہائی جدید,Lemma-lang,,,,ur,انتہائی جدید,,,,,
lemma:ur:جدیدترین,Lemma-lang,,,,ur,جدیدترین,,,,,
lemma:ur:مسکین طبع,Lemma-lang,,,,ur,مسکین طبع,,,,,
lemma:ur:اصغر,Lemma-lang,,,,ur,اصغر,,,,,
lemma:ur:انتہائی باریک,Lemma-lang,,,,ur,انتہائی باریک,,,,,
lemma:eng:multilingual,Lemma-eng,,,,eng,multilingual,,,,,
lemma:ur:کثیر زبانی,Lemma-lang,,,,ur,کثیر زبانی,,,,,
lemma:ur:کثیر لسانی,Lemma-lang,,,,ur,کثیر لسانی,,,,,
lemma:ur:کئی زبانوں والا,Lemma-lang,,,,ur,کئی زبانوں والا,,,,,
lemma:ur:متعدد زبانوں والا,Lemma-lang,,,,ur,متعدد زبانوں والا,,,,,
lemma:ur:غیراخلاقی,Lemma-lang,,,,ur,غیراخلاقی,,,,,
lemma:ur:غیراصولی,Lemma-lang,,,,ur,غیراصولی,,,,,
lemma:ur:نامناسب,Lemma-lang,,,,ur,نامناسب,,,,,
lemma:ur:اتنا,Lemma-lang,,,,ur,اتنا,,,,,
lemma:ur:اتنازیادہ,Lemma-lang,,,,ur,اتنازیادہ,,,,,
lemma:ur:اس قدر,Lemma-lang,,,,ur,اس قدر,,,,,
lemma:ur:ذراسا,Lemma-lang,,,,ur,ذراسا,,,,,
lemma:ur:قدری,Lemma-lang,,,,ur,قدری,,,,,
lemma:ur:کم,Lemma-lang,,,,ur,کم,,,,,
lemma:eng:more than,Lemma-eng,,,,eng,more than,,,,,
lemma:ur:اکیلا,Lemma-lang,,,,ur,اکیلا,,,,,
lemma:ur:ایک آدھ,Lemma-lang,,,,ur,ایک آدھ,,,,,
lemma:ur:بہت ہی کم,Lemma-lang,,,,ur,بہت ہی کم,,,,,
lemma:ur:خال خال,Lemma-lang,,,,ur,خال خال,,,,,
lemma:ur:بغیرسبب,Lemma-lang,,,,ur,بغیرسبب,,,,,
lemma:ur:بغیروجہ,Lemma-lang,,,,ur,بغیروجہ,,,,,
lemma:ur:بلاسبب,Lemma-lang,,,,ur,بلاسبب,,,,,
lemma:ur:بلاوجہ,Lemma-lang,,,,ur,بلاوجہ,,,,,
lemma:ur:پیدل چلنے والا,Lemma-lang,,,,ur,پیدل چلنے والا,,,,,
lemma:ur:بہتاہوا,Lemma-lang,,,,ur,بہتاہوا,,,,,
lemma:ur:سیلان,Lemma-lang,,,,ur,سیلان,,,,,
lemma:ur:بھاگتاہوا,Lemma-lang,,,,ur,بھاگتاہوا,,,,,
lemma:eng:stock-still,Lemma-eng,,,,eng,stock-still,,,,,
lemma:ur:بےحس وحرکت,Lemma-lang,,,,ur,بےحس وحرکت,,,,,
lemma:ur:بےہوش,Lemma-lang,,,,ur,بےہوش,,,,,
lemma:ur:غیرمرتعش,Lemma-lang,,,,ur,غیرمرتعش,,,,,
lemma:ur:آفاقی,Lemma-lang,,,,ur,آفاقی,,,,,
lemma:ur:عالم گیر,Lemma-lang,,,,ur,عالم گیر,,,,,
lemma:ur:عالمی,Lemma-lang,,,,ur,عالمی,,,,,
lemma:ur:ایک ملک کا,Lemma-lang,,,,ur,ایک ملک کا,,,,,
lemma:ur:ایک ملکی,Lemma-lang,,,,ur,ایک ملکی,,,,,
lemma:ur:انٹرنیشنل,Lemma-lang,,,,ur,انٹرنیشنل,,,,,
lemma:eng:unbleached,Lemma-eng,,,,eng,unbleached,,,,,
lemma:eng:undyed,Lemma-eng,,,,eng,undyed,,,,,
lemma:ur:بد رنگ,Lemma-lang,,,,ur,بد رنگ,,,,,
lemma:ur:رنگ کا اڑجانا,Lemma-lang,,,,ur,رنگ کا اڑجانا,,,,,
lemma:ur:گد رنگ ہونا,Lemma-lang,,,,ur,گد رنگ ہونا,,,,,
lemma:ur:انسانی تجسیم,Lemma-lang,,,,ur,انسانی تجسیم,,,,,
lemma:ur:گھڑیالی,Lemma-lang,,,,ur,گھڑیالی,,,,,
lemma:ur:بھوتہا,Lemma-lang,,,,ur,بھوتہا,,,,,
lemma:ur:بھوتیلا,Lemma-lang,,,,ur,بھوتیلا,,,,,
lemma:ur:جادوئی,Lemma-lang,,,,ur,جادوئی,,,,,
lemma:ur:چمتکاری,Lemma-lang,,,,ur,چمتکاری,,,,,
lemma:ur:شعبدےسےبھرپور,Lemma-lang,,,,ur,شعبدےسےبھرپور,,,,,
lemma:ur:طلسمی,Lemma-lang,,,,ur,طلسمی,,,,,
